,tfidf
dumbest,0.0
followers,0.0
flowers,0.0
flu,0.0
flurry,0.0
fly,0.0
fnf,0.0
fo,0.0
fokus,0.0
follow,0.0
font,0.0
fle,0.0
fontnya,0.0
food,0.0
fools,0.0
for,0.0
forest,0.0
forever,0.0
forget,0.0
forgot,0.0
fleng,0.0
flbck,0.0
etc,0.0
finale,0.0
fikiranku,0.0
fiks,0.0
fiksi,0.0
fil,0.0
file,0.0
film,0.0
fin,0.0
final,0.0
finally,0.0
flat,0.0
finished,0.0
firdaus,0.0
fire,0.0
firefly,0.0
first,0.0
fisik,0.0
fitnah,0.0
fkobokanaeru,0.0
form,0.0
formalin,0.0
format,0.0
fucek,0.0
frik,0.0
fritalk,0.0
frog,0.0
from,0.0
ft,0.0
ftw,0.0
fu,0.0
fubuki,0.0
fuck,0.0
fortuna,0.0
fufu,0.0
fujiki,0.0
fukai,0.0
full,0.0
fullnya,0.0
fully,0.0
fuma,0.0
fun,0.0
friendsofmineraltown,0.0
friendly,0.0
friend,0.0
fridaynightfunkinmod,0.0
fortunee,0.0
forward,0.0
forza,0.0
foto,0.0
fotonya,0.0
fps,0.0
frame,0.0
free,0.0
freefire,0.0
freefireshorts,0.0
freetalk,0.0
freetalking,0.0
freetalks,0.0
freetalkvtuberid,0.0
freezer,0.0
fresh,0.0
fretallk,0.0
fikir,0.0
fijiki,0.0
figuregoodsmilecompany,0.0
fake,0.0
faakkkkk,0.0
face,0.0
facebook,0.0
facecam,0.0
faham,0.0
fail,0.0
failed,0.0
fairy,0.0
fakta,0.0
fanart,0.0
fall,0.0
fallen,0.0
fallguys,0.0
fallout,0.0
familier,0.0
family,0.0
famwy,0.0
fan,0.0
fa,0.0
ez,0.0
eyyy,0.0
eyes,0.0
etlis,0.0
eu,0.0
eumm,0.0
euy,0.0
eva,0.0
evangelioncosplay,0.0
eve,0.0
evelyn,0.0
even,0.0
event,0.0
everyone,0.0
evil,0.0
evolusi,0.0
evtuber,0.0
ew,0.0
ey,0.0
eyeetiora,0.0
fanar,0.0
fanartnpekora,0.0
fight,0.0
feri,0.0
feel,0.0
feeling,0.0
feelsnya,0.0
fek,0.0
fellow,0.0
femboy,0.0
fenomena,0.0
fens,0.0
fesripil,0.0
fanartnya,0.0
festival,0.0
fetish,0.0
feudal,0.0
ff,0.0
ffeo,0.0
fff,0.0
fffffff,0.0
fi,0.0
feedback,0.0
feb,0.0
feat,0.0
fear,0.0
fanarts,0.0
fandub,0.0
fang,0.0
fans,0.0
fansign,0.0
fantasy,0.0
faq,0.0
farming,0.0
fast,0.0
fastest,0.0
father,0.0
fav,0.0
fave,0.0
favorit,0.0
favoritku,0.0
fb,0.0
fdn,0.0
dun,0.0
duluuuu,0.0
digame,0.0
dipelototin,0.0
dipakein,0.0
dipaksa,0.0
dipaksain,0.0
dipalak,0.0
dipalakin,0.0
dipanggang,0.0
dipanggil,0.0
dipelihara,0.0
diperhatikan,0.0
dipakai,0.0
diperjelas,0.0
diperjual,0.0
diperkirakan,0.0
diperlihatkan,0.0
dipikirin,0.0
dipinggir,0.0
dipinjem,0.0
dipipisin,0.0
dipake,0.0
dipahami,0.0
disini,0.0
dinamakan,0.0
dimasakin,0.0
dimengerti,0.0
dimenstar,0.0
diminta,0.0
dimintain,0.0
diminum,0.0
dimulai,0.0
dimundurin,0.0
diner,0.0
dipagi,0.0
dingat,0.0
dingin,0.0
dini,0.0
dinikmatin,0.0
dinisa,0.0
dino,0.0
dinotis,0.0
diobok,0.0
dipisah,0.0
dipotong,0.0
dipramuka,0.0
disediakan,0.0
disaring,0.0
disate,0.0
disayang,0.0
discord,0.0
discordnya,0.0
disebar,0.0
disebelahnya,0.0
disebut,0.0
diselimuti,0.0
diprank,0.0
disembelih,0.0
disend,0.0
disengaja,0.0
disentil,0.0
dishare,0.0
dishonored,0.0
disiksa,0.0
disimak,0.0
disarankan,0.0
disapa,0.0
disana,0.0
disambut,0.0
diprotect,0.0
dipungkiri,0.0
dipungut,0.0
diramaikannaccrod,0.0
dirapel,0.0
direbut,0.0
direject,0.0
diremake,0.0
direndang,0.0
diri,0.0
dirigging,0.0
diriku,0.0
dirilis,0.0
dirimu,0.0
dirukiyah,0.0
dirumah,0.0
dis,0.0
dimasak,0.0
dimari,0.0
dimarahin,0.0
dik,0.0
diinginkan,0.0
diintegrasikan,0.0
diisiin,0.0
dijadii,0.0
dijadiin,0.0
dijaga,0.0
dijalani,0.0
dijual,0.0
dikala,0.0
dikerjain,0.0
dikarenakan,0.0
dikasi,0.0
dikasih,0.0
dikasitahu,0.0
dikatain,0.0
dikatakan,0.0
dikejar,0.0
dikelilingi,0.0
diingetin,0.0
diiket,0.0
dihormati,0.0
diholoid,0.0
diganti,0.0
digedein,0.0
digendongg,0.0
digimon,0.0
digit,0.0
digital,0.0
digitalart,0.0
digitaldrawing,0.0
digoyang,0.0
dih,0.0
dihamilin,0.0
dihara,0.0
dihari,0.0
dihbdin,0.0
dihek,0.0
dihiraukan,0.0
dihitung,0.0
dikenang,0.0
dikeroyok,0.0
dimaninin,0.0
diluar,0.0
diliat,0.0
diliatin,0.0
dilihat,0.0
dilike,0.0
dilirik,0.0
dilock,0.0
diloot,0.0
dilooting,0.0
diluc,0.0
dikhianati,0.0
dilupain,0.0
dimaenin,0.0
dimainin,0.0
dimajuin,0.0
dimakan,0.0
dimaklumi,0.0
dimana,0.0
dimanapun,0.0
dilewatkan,0.0
dilengkapi,0.0
dilarang,0.0
dilanjut,0.0
dikiiiiiit,0.0
dikira,0.0
dikirimin,0.0
dikit,0.0
dikobo,0.0
dikondisikan,0.0
diksih,0.0
diktator,0.0
dikuasai,0.0
dikumpulin,0.0
dikunci,0.0
dikurbanin,0.0
dilain,0.0
dilaksanakan,0.0
dilakuin,0.0
dilakukan,0.0
dilangkahi,0.0
disingkat,0.0
disiplin,0.0
dulunya,0.0
dota,0.0
doodle,0.0
dor,0.0
doraemon,0.0
dosa,0.0
dosamu,0.0
dosen,0.0
dosenmu,0.0
dosis,0.0
dotaa,0.0
donothon,0.0
dotaan,0.0
double,0.0
douchebag,0.0
doujin,0.0
down,0.0
download,0.0
dpet,0.0
dpt,0.0
dont,0.0
donk,0.0
disita,0.0
don,0.0
dokter,0.0
dokumen,0.0
dokumenter,0.0
dolanan,0.0
domba,0.0
dominate,0.0
dompet,0.0
dompetnya,0.0
donasi,0.0
dongnnanti,0.0
donasii,0.0
donasinya,0.0
donate,0.0
donathon,0.0
donation,0.0
donatur,0.0
dong,0.0
donggg,0.0
dr,0.0
dragon,0.0
dragonballzkakarot,0.0
duhh,0.0
dubbing,0.0
duck,0.0
dude,0.0
duel,0.0
duga,0.0
dugem,0.0
dugongers,0.0
duh,0.0
duhhh,0.0
drama,0.0
duid,0.0
duit,0.0
dukung,0.0
dukungannya,0.0
dulss,0.0
dulu,0.0
duluan,0.0
duluntakut,0.0
duar,0.0
duanya,0.0
dual,0.0
dua,0.0
drank,0.0
draw,0.0
drawing,0.0
dreadout,0.0
dreamers,0.0
dresscode,0.0
dri,0.0
drink,0.0
drip,0.0
dro,0.0
drop,0.0
drytron,0.0
dsh,0.0
dsni,0.0
dsri,0.0
dtg,0.0
du,0.0
doko,0.0
doki,0.0
dokay,0.0
ditonton,0.0
ditegur,0.0
ditelfon,0.0
ditemani,0.0
ditemenin,0.0
diterima,0.0
ditinggal,0.0
ditipu,0.0
dititik,0.0
ditraktir,0.0
ditusuk,0.0
ditugaskan,0.0
ditukang,0.0
ditunda,0.0
ditunggangi,0.0
ditunggu,0.0
ditungguu,0.0
ditungguuu,0.0
ditungguuuu,0.0
ditarik,0.0
ditanyain,0.0
ditambahkan,0.0
ditambahin,0.0
diskem,0.0
diskon,0.0
diskusi,0.0
dispam,0.0
dispill,0.0
disponsori,0.0
disuapi,0.0
disuapin,0.0
disuguhin,0.0
disummon,0.0
disuruh,0.0
dit,0.0
dita,0.0
ditagih,0.0
ditagihhhh,0.0
ditahan,0.0
ditambah,0.0
ditungguuuuu,0.0
ditutup,0.0
doing,0.0
doakan,0.0
dlu,0.0
dm,0.0
dmudah,0.0
dn,0.0
dnk,0.0
do,0.0
doa,0.0
doain,0.0
doaku,0.0
diubah,0.0
doang,0.0
doank,0.0
doanya,0.0
dobel,0.0
doc,0.0
doggo,0.0
doggokiba,0.0
doi,0.0
dlm,0.0
dlll,0.0
dll,0.0
dlc,0.0
diucapin,0.0
diuji,0.0
diulangin,0.0
diundang,0.0
diundur,0.0
diupdate,0.0
diupgradenvtuberid,0.0
diva,0.0
division,0.0
diwa,0.0
diwang,0.0
diwarnai,0.0
diwarnain,0.0
dj,0.0
djga,0.0
djvtuber,0.0
dl,0.0
bulunya,0.0
bully,0.0
funmatch,0.0
ardian,0.0
araoke,0.0
arata,0.0
araya,0.0
arc,0.0
archive,0.0
archivenya,0.0
archon,0.0
ardha,0.0
are,0.0
arakasas,0.0
area,0.0
arghh,0.0
ari,0.0
aria,0.0
aries,0.0
arigatou,0.0
arigatouuuu,0.0
arito,0.0
aranaika,0.0
arah,0.0
apel,0.0
apreciationnhai,0.0
apeya,0.0
apher,0.0
aplikasi,0.0
aplod,0.0
apotek,0.0
app,0.0
apply,0.0
apr,0.0
apri,0.0
ara,0.0
april,0.0
aprillllnmalam,0.0
aprilmop,0.0
aprilsiasi,0.0
aps,0.0
apus,0.0
aq,0.0
ar,0.0
arknights,0.0
arknightsnakhirnya,0.0
armor,0.0
asetnya,0.0
asas,0.0
asdcnngabuburit,0.0
aseeeek,0.0
aseekk,0.0
asek,0.0
aseli,0.0
aseprite,0.0
aset,0.0
ashtags,0.0
arrghh,0.0
asiikk,0.0
asik,0.0
asikan,0.0
asikk,0.0
asikkk,0.0
asikkkk,0.0
asin,0.0
asinan,0.0
asal,0.0
asa,0.0
as,0.0
aruraibu,0.0
arrived,0.0
art,0.0
artinya,0.0
artis,0.0
artist,0.0
artistontwitter,0.0
artistt,0.0
artisttt,0.0
artmoots,0.0
artnya,0.0
artsofashes,0.0
artstyle,0.0
artwork,0.0
aru,0.0
arubey,0.0
aruji,0.0
arujiii,0.0
apepe,0.0
apeks,0.0
bulet,0.0
another,0.0
anniversary,0.0
annnjenggg,0.0
announcement,0.0
announcementnakh,0.0
announcementnakhirnya,0.0
announcementnkuat,0.0
announcementnmalem,0.0
annoying,0.0
ansehen,0.0
anna,0.0
antah,0.0
antara,0.0
antartika,0.0
antek,0.0
anteknya,0.0
anteng,0.0
anti,0.0
antum,0.0
anniv,0.0
anknya,0.0
apek,0.0
anjing,0.0
anjeeeng,0.0
anjeeengg,0.0
anjeeng,0.0
anjeng,0.0
anjenggg,0.0
anjg,0.0
anjim,0.0
anjimnkobobrok,0.0
anjingg,0.0
anjutin,0.0
anjingnhooh,0.0
anjingnya,0.0
anjinh,0.0
anjink,0.0
anjir,0.0
anjirr,0.0
anjirrr,0.0
anjr,0.0
anu,0.0
anuu,0.0
anya,0.0
apanvtuber,0.0
apaaa,0.0
apaan,0.0
apaanjer,0.0
apacoba,0.0
apain,0.0
apakah,0.0
apalagi,0.0
apalgi,0.0
apanya,0.0
anying,0.0
apapun,0.0
apasi,0.0
apasih,0.0
apdet,0.0
ape,0.0
apeegends,0.0
apeegendsmobileyudalive,0.0
apeirophobia,0.0
ap,0.0
aozane,0.0
aoyama,0.0
aowkwowkw,0.0
anyingin,0.0
anyingku,0.0
anyink,0.0
anyone,0.0
anyway,0.0
anzeng,0.0
ao,0.0
aoi,0.0
aoihira,0.0
aolomeethololive,0.0
aowkaowkakw,0.0
aowkaowkoak,0.0
aowkkwkw,0.0
aowkoakw,0.0
aowkoqkww,0.0
aowksiemeismwk,0.0
aowkwk,0.0
ask,0.0
askar,0.0
askargreshaqi,0.0
ayam,0.0
awowkwowkwowk,0.0
awto,0.0
awwkjhejakwhdkjshjkdahkjd,0.0
awwww,0.0
ay,0.0
aya,0.0
ayah,0.0
ayahandanya,0.0
ayame,0.0
awowkok,0.0
ayang,0.0
ayangg,0.0
ayangk,0.0
ayangku,0.0
ayangkunvtuber,0.0
ayank,0.0
ayankk,0.0
ayankkk,0.0
awowkwkwk,0.0
awooo,0.0
askartips,0.0
awokaoak,0.0
awkwk,0.0
awkwkw,0.0
awkwkwk,0.0
awkwkwkwk,0.0
awkwkwkwkw,0.0
awoakwoak,0.0
awoakwoakwoakwoak,0.0
awoakwokww,0.0
awokawoakwoakwo,0.0
awooga,0.0
awokawok,0.0
awokawokawok,0.0
awokeakwe,0.0
awokwik,0.0
awokwkwk,0.0
awokwkwkekekkekekek,0.0
awokwok,0.0
awokwokwowkowkwok,0.0
ayankque,0.0
ayat,0.0
ayato,0.0
back,0.0
baby,0.0
babynditunggu,0.0
babysitting,0.0
babyy,0.0
baca,0.0
bacaan,0.0
bacain,0.0
bacanya,0.0
backflipping,0.0
ayo,0.0
backroom,0.0
backrooms,0.0
backsound,0.0
backstabbing,0.0
bacot,0.0
bad,0.0
badan,0.0
badang,0.0
babuyyyyyyy,0.0
babang,0.0
ba,0.0
azzralive,0.0
ayoaku,0.0
ayok,0.0
ayoklah,0.0
ayolah,0.0
ayomaingamelokal,0.0
ayoo,0.0
ayooo,0.0
ayu,0.0
ayumi,0.0
ayunda,0.0
ayurin,0.0
ayusumi,0.0
ayyyyyyyyyy,0.0
azab,0.0
azekk,0.0
azekkkk,0.0
azzra,0.0
awkwaowaowkaowkaowakowakowakwawa,0.0
awkkwkwk,0.0
awkawkowkaowktanda,0.0
atas,0.0
asu,0.0
asuberu,0.0
asupan,0.0
asw,0.0
asyiq,0.0
at,0.0
ata,0.0
atan,0.0
atasnya,0.0
attack,0.0
atau,0.0
ataukah,0.0
atelier,0.0
ati,0.0
atia,0.0
atihan,0.0
ato,0.0
atomates,0.0
astel,0.0
astagfirullah,0.0
astagaah,0.0
astagaaaaaa,0.0
asleep,0.0
asli,0.0
aslii,0.0
aslinya,0.0
asmr,0.0
asosiasi,0.0
aspira,0.0
ass,0.0
assalamu,0.0
assalamualaikum,0.0
assassin,0.0
asset,0.0
assetnya,0.0
assetto,0.0
assignment,0.0
astaga,0.0
astagaaa,0.0
atsuharunaclip,0.0
atte,0.0
awkakwkwk,0.0
awas,0.0
aw,0.0
awa,0.0
awak,0.0
awal,0.0
awali,0.0
awalnya,0.0
awan,0.0
awarness,0.0
awass,0.0
atto,0.0
awawawa,0.0
awawawaawa,0.0
awawwawaawaanotsukaree,0.0
away,0.0
awhile,0.0
awi,0.0
awikwok,0.0
awkakakawkwk,0.0
avtuber,0.0
avi,0.0
avatarku,0.0
avatar,0.0
atuh,0.0
atuhhh,0.0
aturan,0.0
au,0.0
audiensnya,0.0
audisi,0.0
audisikan,0.0
audisin,0.0
audisinseorang,0.0
audisinya,0.0
audition,0.0
aurora,0.0
aus,0.0
australia,0.0
auto,0.0
ava,0.0
avanluna,0.0
anjayyy,0.0
anjayy,0.0
anjay,0.0
ahir,0.0
ahad,0.0
ahahah,0.0
ahahaha,0.0
ahahahahah,0.0
ahegao,0.0
ahh,0.0
ahhaha,0.0
ahhh,0.0
ahora,0.0
agz,0.0
ahsiappp,0.0
ai,0.0
aida,0.0
aidorunjam,0.0
aii,0.0
aik,0.0
aikameru,0.0
aikoleia,0.0
ah,0.0
agustus,0.0
akhirnyaaa,0.0
agama,0.0
affiliasi,0.0
affiliate,0.0
afh,0.0
afif,0.0
after,0.0
afternoon,0.0
again,0.0
agak,0.0
agar,0.0
agua,0.0
age,0.0
agen,0.0
agendanya,0.0
agensi,0.0
agh,0.0
agoy,0.0
agrarian,0.0
agshshshs,0.0
ailani,0.0
aileiclip,0.0
aim,0.0
akai,0.0
ajarin,0.0
aje,0.0
ajg,0.0
ajib,0.0
aju,0.0
ajuin,0.0
ak,0.0
aka,0.0
akan,0.0
ain,0.0
akankah,0.0
akaoakoakaoak,0.0
akaris,0.0
akasupa,0.0
akb,0.0
akdjwishwusbwjnsjw,0.0
akhir,0.0
akhirannya,0.0
ajari,0.0
ajar,0.0
ajanvtuberid,0.0
ajang,0.0
aina,0.0
aing,0.0
air,0.0
airani,0.0
airaniiii,0.0
airin,0.0
airis,0.0
airnya,0.0
aizen,0.0
aj,0.0
ajaaaam,0.0
ajah,0.0
ajahlah,0.0
ajak,0.0
ajakin,0.0
ajalaca,0.0
ajalah,0.0
affhhh,0.0
affh,0.0
afffh,0.0
according,0.0
about,0.0
absen,0.0
abu,0.0
aburr,0.0
abyss,0.0
acara,0.0
acaranya,0.0
acc,0.0
achi,0.0
ada,0.0
achievement,0.0
acin,0.0
act,0.0
acting,0.0
action,0.0
actor,0.0
acts,0.0
acumalaka,0.0
abngku,0.0
abisin,0.0
abisan,0.0
abis,0.0
aaaa,0.0
aaaaa,0.0
aaaaaa,0.0
aaaaaaaaaaaaa,0.0
aaaaaaaaaankatiart,0.0
aaaaanyuk,0.0
aaahhh,0.0
aakku,0.0
aamiin,0.0
aamiinnn,0.0
abad,0.0
abadi,0.0
abang,0.0
abangan,0.0
abangku,0.0
abedraw,0.0
abies,0.0
ad,0.0
adain,0.0
afakah,0.0
aegis,0.0
aduh,0.0
aduin,0.0
aduk,0.0
adult,0.0
aduuhh,0.0
aduuu,0.0
adzan,0.0
ae,0.0
aer,0.0
adakah,0.0
aerith,0.0
aeru,0.0
aeruseni,0.0
aeshiteru,0.0
aeterna,0.0
aeughagshs,0.0
afa,0.0
afah,0.0
adu,0.0
adove,0.0
adopting,0.0
adong,0.0
adalah,0.0
adam,0.0
adanunderstandable,0.0
adanya,0.0
addicted,0.0
ade,0.0
adek,0.0
adekk,0.0
adeknya,0.0
adha,0.0
adho,0.0
adic,0.0
adick,0.0
adik,0.0
adira,0.0
admin,0.0
administrator,0.0
akhirnya,0.0
akhirnyaaaa,0.0
anjas,0.0
ampuh,0.0
amjay,0.0
amo,0.0
among,0.0
amp,0.0
ampas,0.0
ampe,0.0
ampek,0.0
amplop,0.0
ampun,0.0
aminkan,0.0
amt,0.0
amulai,0.0
an,0.0
anader,0.0
anaghnya,0.0
anak,0.0
anaknya,0.0
analog,0.0
aminnn,0.0
amin,0.0
akhirnyaemeddebutnhallo,0.0
amazing,0.0
alya,0.0
alyendra,0.0
am,0.0
ama,0.0
amaclop,0.0
aman,0.0
amat,0.0
amaya,0.0
ambigu,0.0
amimir,0.0
ambil,0.0
amboksing,0.0
amelia,0.0
amengkuli,0.0
american,0.0
ami,0.0
amiiin,0.0
amiin,0.0
analysis,0.0
ancient,0.0
ancrit,0.0
animeh,0.0
anifunkot,0.0
anim,0.0
animasi,0.0
animation,0.0
anime,0.0
animecongrat,0.0
animefanart,0.0
animegirl,0.0
animehhhnaeruseni,0.0
and,0.0
animek,0.0
animememes,0.0
animenvtuberid,0.0
animenya,0.0
anisong,0.0
anitwt,0.0
anj,0.0
anjaayyyyyyy,0.0
angusin,0.0
angsa,0.0
angkat,0.0
angkasa,0.0
anda,0.0
andai,0.0
andi,0.0
andiadinata,0.0
andimemes,0.0
ane,0.0
anee,0.0
aneh,0.0
anehnya,0.0
anemo,0.0
anget,0.0
angflod,0.0
anggota,0.0
anggun,0.0
angin,0.0
angjay,0.0
angka,0.0
always,0.0
alunan,0.0
aluna,0.0
al,0.0
akwoakwoakw,0.0
akwoakwokawoak,0.0
akwoakwoqkqoak,0.0
akwokaok,0.0
akwokwwk,0.0
akwowkowkwok,0.0
akwowkwowkwo,0.0
akwwk,0.0
ala,0.0
alarmnya,0.0
alah,0.0
alaikum,0.0
alaina,0.0
alamat,0.0
alami,0.0
alamin,0.0
alaram,0.0
alaran,0.0
akwoakwoak,0.0
akwkkakwkak,0.0
akwkkakwa,0.0
akuuuu,0.0
akhlak,0.0
akibat,0.0
akkwkakak,0.0
aksen,0.0
aksesoris,0.0
aktif,0.0
aku,0.0
akue,0.0
akuh,0.0
akuin,0.0
akuma,0.0
akun,0.0
akunnya,0.0
akur,0.0
akutuh,0.0
akuu,0.0
akuuu,0.0
alarm,0.0
alasan,0.0
altheriaclaire,0.0
alooo,0.0
allenka,0.0
allista,0.0
allo,0.0
alm,0.0
alo,0.0
alone,0.0
along,0.0
aloo,0.0
alorant,0.0
alasannya,0.0
alpaca,0.0
alpian,0.0
alpukat,0.0
alquran,0.0
alsanyanya,0.0
alstromeria,0.0
alterly,0.0
alternatifnvtuberid,0.0
alleacademy,0.0
allaikum,0.0
allahuakbar,0.0
allah,0.0
alat,0.0
alatmu,0.0
alatnya,0.0
alberich,0.0
album,0.0
aldia,0.0
alenka,0.0
ales,0.0
alf,0.0
alhamdulillah,0.0
alia,0.0
aliaadelia,0.0
alias,0.0
alibimunserah,0.0
alien,0.0
alive,0.0
all,0.0
badanku,0.0
badannya,0.0
badas,0.0
biji,0.0
biasalaaa,0.0
biasalah,0.0
biasanya,0.0
biasanyaa,0.0
biblical,0.0
bidadari,0.0
biduan,0.0
big,0.0
bijiku,0.0
bias,0.0
bikin,0.0
bikinan,0.0
bikinnya,0.0
bila,0.0
bilang,0.0
bilangnya,0.0
bilangterbiasalah,0.0
bilek,0.0
biasa,0.0
biarpun,0.0
blm,0.0
bgmn,0.0
betumbuk,0.0
beud,0.0
beut,0.0
bg,0.0
bgettzzz,0.0
bgi,0.0
bgian,0.0
bgm,0.0
bgst,0.0
biar,0.0
bgt,0.0
bhahahaha,0.0
bharukoreport,0.0
bhs,0.0
bhsn,0.0
bi,0.0
bia,0.0
biadabnya,0.0
bilibili,0.0
bimbingan,0.0
bimbingannya,0.0
bkan,0.0
bismilah,0.0
bismillah,0.0
bismillahirrahmanirrahim,0.0
bisnis,0.0
bit,0.0
biuti,0.0
bjadwal,0.0
bjir,0.0
bkn,0.0
binatang,0.0
bl,0.0
black,0.0
blacklist,0.0
blame,0.0
blank,0.0
bless,0.0
blessing,0.0
blessingnya,0.0
bisir,0.0
bising,0.0
bisikan,0.0
bishibashi,0.0
bindeng,0.0
bingkisan,0.0
bingkisannya,0.0
bingtang,0.0
bingung,0.0
bintang,0.0
bio,0.0
biohazard,0.0
bioshock,0.0
birthday,0.0
biru,0.0
bis,0.0
bisa,0.0
bisaa,0.0
bisakah,0.0
bisanlink,0.0
bisanya,0.0
betul,0.0
betubruk,0.0
better,0.0
berseria,0.0
bersamamu,0.0
bersambung,0.0
bersatu,0.0
bersatunya,0.0
bersedih,0.0
bersemangat,0.0
bersenandung,0.0
berseri,0.0
bersiap,0.0
bertamu,0.0
bersifat,0.0
bersih,0.0
bersihin,0.0
bersin,0.0
bersinar,0.0
bersuara,0.0
bersyukur,0.0
bertahan,0.0
bersama,0.0
bersam,0.0
berpuasa,0.0
berpetualang,0.0
berkualitas,0.0
berkumpul,0.0
berkurang,0.0
berlama,0.0
berlatih,0.0
berlebih,0.0
berlebihan,0.0
berlubang,0.0
bermain,0.0
bermalam,0.0
bermimpi,0.0
berminat,0.0
bernama,0.0
bernyanyi,0.0
berpacu,0.0
berpendapat,0.0
berpesta,0.0
bertahun,0.0
bertanggu,0.0
betina,0.0
besokkk,0.0
besar,0.0
besaran,0.0
besarnya,0.0
besarnyuk,0.0
besarr,0.0
besek,0.0
beserta,0.0
besok,0.0
best,0.0
bertanya,0.0
besti,0.0
bestie,0.0
bestieee,0.0
bestieeee,0.0
bestmama,0.0
bet,0.0
beta,0.0
bete,0.0
besah,0.0
bery,0.0
berusaha,0.0
berusah,0.0
bertelanjang,0.0
bertemu,0.0
bertemun,0.0
berteori,0.0
berterima,0.0
bertiga,0.0
bertualang,0.0
berturut,0.0
beru,0.0
berub,0.0
berubah,0.0
berujung,0.0
beruk,0.0
berulah,0.0
berulang,0.0
beruntung,0.0
berupa,0.0
blink,0.0
bln,0.0
berkomentar,0.0
brouw,0.0
breng,0.0
brewek,0.0
bri,0.0
bridge,0.0
brisik,0.0
brkata,0.0
bro,0.0
brothe,0.0
brp,0.0
breaker,0.0
brpa,0.0
brpkir,0.0
bru,0.0
bruh,0.0
bruhhh,0.0
brunei,0.0
brutal,0.0
brutalll,0.0
breaking,0.0
breakdance,0.0
block,0.0
boucoup,0.0
bossque,0.0
bossssss,0.0
bot,0.0
botack,0.0
botak,0.0
botan,0.0
botol,0.0
bottleneck,0.0
boy,0.0
break,0.0
bpk,0.0
br,0.0
brajamusti,0.0
brand,0.0
brapa,0.0
brarti,0.0
brazilian,0.0
bre,0.0
bs,0.0
bsa,0.0
bsar,0.0
bukannya,0.0
budget,0.0
budi,0.0
buff,0.0
buffed,0.0
bujal,0.0
buka,0.0
bukaan,0.0
bukan,0.0
bukanya,0.0
bsk,0.0
bukber,0.0
bukti,0.0
buktikan,0.0
buktinya,0.0
buku,0.0
bulan,0.0
bulat,0.0
buldep,0.0
budaya,0.0
budak,0.0
bubur,0.0
bubuk,0.0
bsta,0.0
bstation,0.0
bstationnya,0.0
bstationvtuberid,0.0
btul,0.0
btw,0.0
bu,0.0
buang,0.0
buat,0.0
buatan,0.0
buatannya,0.0
buatk,0.0
buatmu,0.0
buatnya,0.0
buaya,0.0
bubar,0.0
bubaryo,0.0
bossnya,0.0
boss,0.0
boskuuuuuu,0.0
bocil,0.0
boba,0.0
bobanya,0.0
bobo,0.0
boboiboy,0.0
bobrok,0.0
boca,0.0
bocah,0.0
bocahnya,0.0
bocorin,0.0
bois,0.0
bod,0.0
bodoh,0.0
body,0.0
bodynya,0.0
bodypainting,0.0
bogor,0.0
bohong,0.0
bohongg,0.0
bo,0.0
bnyk,0.0
bnyak,0.0
bnuuy,0.0
blokir,0.0
blom,0.0
blood,0.0
blue,0.0
bluescreen,0.0
blum,0.0
bmakasih,0.0
bn,0.0
bnagun,0.0
bner,0.0
bneran,0.0
bng,0.0
bnget,0.0
bngt,0.0
bnn,0.0
bnr,0.0
bntr,0.0
bohonggg,0.0
bok,0.0
bosen,0.0
booo,0.0
bonk,0.0
bonkvtuber,0.0
bonus,0.0
boo,0.0
book,0.0
bool,0.0
boom,0.0
boong,0.0
boooo,0.0
bokap,0.0
booster,0.0
bootleg,0.0
bordernya,0.0
borders,0.0
boro,0.0
borong,0.0
bos,0.0
bosan,0.0
bonih,0.0
bondrew,0.0
bond,0.0
boncengan,0.0
bokernya,0.0
boko,0.0
bokobo,0.0
bokobokobo,0.0
bokobokobooo,0.0
bola,0.0
bole,0.0
boleee,0.0
boleeh,0.0
boleh,0.0
boljug,0.0
bolkiah,0.0
bolong,0.0
bolos,0.0
bolu,0.0
bom,0.0
bomb,0.0
berkorban,0.0
berkenalan,0.0
badges,0.0
barang,0.0
banyakan,0.0
banyk,0.0
banyu,0.0
bapack,0.0
bapak,0.0
bapakmu,0.0
bapaknya,0.0
bar,0.0
barangkali,0.0
bany,0.0
barangku,0.0
barangnya,0.0
barbar,0.0
barbie,0.0
baren,0.0
bareng,0.0
bargain,0.0
baru,0.0
banyak,0.0
bantuin,0.0
beatmapnya,0.0
banh,0.0
bangsat,0.0
bangsawan,0.0
bangt,0.0
bangun,0.0
bangunin,0.0
bangunn,0.0
bangunnya,0.0
banguun,0.0
banhnvtuber,0.0
bantuannya,0.0
banjar,0.0
banjir,0.0
bank,0.0
banner,0.0
banshee,0.0
banting,0.0
bantu,0.0
bantuan,0.0
barunya,0.0
barusan,0.0
baruu,0.0
bayar,0.0
bawa,0.0
bawah,0.0
bawain,0.0
bawakan,0.0
bawang,0.0
bawuuuuu,0.0
bayangin,0.0
bayangkan,0.0
bayi,0.0
basa,0.0
bayinfbi,0.0
bb,0.0
bbno,0.0
bbrp,0.0
bcd,0.0
bday,0.0
be,0.0
bear,0.0
baunya,0.0
bau,0.0
batuk,0.0
batu,0.0
basah,0.0
base,0.0
basindo,0.0
bastion,0.0
basudara,0.0
bat,0.0
batal,0.0
batalin,0.0
batas,0.0
baten,0.0
batford,0.0
bathwater,0.0
batik,0.0
batin,0.0
batosai,0.0
batsu,0.0
batt,0.0
